# $ ../../source/project4 -l 2 -E 1 -c 1e7 -e 10
c,E,CV,Mabs,Chi,M,accs,Eraw
7.5507550000000000e+06,-1.9960244987713798e+00,3.1745029380733314e-02,9.9867205174164253e-01,3.9853994097076573e-03,-9.2638528696369869e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.5607560000000000e+06,-1.9960252604669881e+00,3.1738954432706024e-02,9.9867235340634997e-01,3.9843539711053033e-03,-9.7186164277154093e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.5707570000000000e+06,-1.9960260201501885e+00,3.1732895530133476e-02,9.9867245614303901e-01,3.9844979758751897e-03,-1.0076084952239857e-02,0.0000000000000000e+00,-2.0000000000000000e+00
7.5807580000000000e+06,-1.9960249310457319e+00,3.1741568160153832e-02,9.9867229478248121e-01,3.9843749724397526e-03,-9.4419430058955908e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.5907590000000000e+06,-1.9960246352468465e+00,3.1743919582760682e-02,9.9867226558640454e-01,3.9842536923027083e-03,-8.8256759872212889e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6007600000000000e+06,-1.9960238139625939e+00,3.1750458187923769e-02,9.9867171020337331e-01,3.9867584591117833e-03,-9.4257791105115795e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6107610000000000e+06,-1.9960269366286012e+00,3.1725570618922561e-02,9.9867273299668680e-01,3.9837548838099757e-03,-9.5096384693654449e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6207620000000000e+06,-1.9960263769210207e+00,3.1730024970459070e-02,9.9867211284764112e-01,3.9869091392743528e-03,-9.1878715922166752e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6307630000000000e+06,-1.9960250323886735e+00,3.1740732977324271e-02,9.9867142879982762e-01,3.9896612812695409e-03,-9.4050994174363373e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6407640000000000e+06,-1.9960257854099497e+00,3.1734727261772733e-02,9.9867166268254903e-01,3.9890131487774205e-03,-1.0017792744303410e-02,0.0000000000000000e+00,-2.0000000000000000e+00
7.6507650000000000e+06,-1.9960265364625405e+00,3.1728737242938010e-02,9.9867183060079290e-01,3.9887581340458667e-03,-9.4365184303355117e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6607660000000000e+06,-1.9960254580585182e+00,3.1737324730162442e-02,9.9867160647439934e-01,3.9890217654923177e-03,-9.2384473231561844e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6707670000000000e+06,-1.9960275112316148e+00,3.1720959165836504e-02,9.9867249103673983e-01,3.9857766214113077e-03,-8.3206900804327286e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6807680000000000e+06,-1.9960303402306985e+00,3.1698411614598854e-02,9.9867343839326295e-01,3.9829311992676253e-03,-9.2006532166938187e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.6907690000000000e+06,-1.9960313415059110e+00,3.1690427788902298e-02,9.9867386318127205e-01,3.9813879151533449e-03,-8.9476202611965521e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7007700000000000e+06,-1.9960310416074463e+00,3.1692812051012709e-02,9.9867383236539864e-01,3.9812722472660766e-03,-1.0232170560805614e-02,0.0000000000000000e+00,-2.0000000000000000e+00
7.7107710000000000e+06,-1.9960312612424038e+00,3.1691056555262165e-02,9.9867406100720002e-01,3.9801221200903569e-03,-1.0135314771743701e-02,0.0000000000000000e+00,-2.0000000000000000e+00
7.7207720000000000e+06,-1.9960283718072942e+00,3.1714074887727151e-02,9.9867325288964315e-01,3.9820724796109097e-03,-9.3894217449752050e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7307730000000000e+06,-1.9960278182078770e+00,3.1718480730507537e-02,9.9867296427623453e-01,3.9832471618641563e-03,-8.9630209899047488e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7407740000000000e+06,-1.9960285579009309e+00,3.1712581341503565e-02,9.9867332233958783e-01,3.9818419413415462e-03,-9.2789924510045200e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7507750000000000e+06,-1.9960303278411451e+00,3.1698472706834124e-02,9.9867380849841159e-01,3.9806997540918765e-03,-9.4101666854605089e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7607760000000000e+06,-1.9960295161547821e+00,3.1704935097675246e-02,9.9867377799127333e-01,3.9800704543631049e-03,-8.2769525228627537e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7707770000000000e+06,-1.9960294786821586e+00,3.1705228381676775e-02,9.9867387625006954e-01,3.9794441397584812e-03,-8.8915278386898187e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7807780000000000e+06,-1.9960294413058657e+00,3.1705520911728513e-02,9.9867403851727254e-01,3.9784345508171448e-03,-8.1723284677902661e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.7907790000000000e+06,-1.9960252966009777e+00,3.1738541548293142e-02,9.9867259590515445e-01,3.9829298775617694e-03,-7.7896664899618391e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8007800000000000e+06,-1.9960232136028606e+00,3.1755134015540420e-02,9.9867218253170098e-01,3.9833224006518009e-03,-7.7855124833173545e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8107810000000000e+06,-1.9960244646751948e+00,3.1745159980134829e-02,9.9867266641504837e-01,3.9816749837568999e-03,-8.5870513183587995e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8207820000000000e+06,-1.9960257125478518e+00,3.1735211441329625e-02,9.9867282939934454e-01,3.9819463537686950e-03,-9.6228978900167548e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8307830000000000e+06,-1.9960249140123314e+00,3.1741569108429957e-02,9.9867254501279179e-01,3.9828507912034183e-03,-9.7121944778383335e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8407840000000000e+06,-1.9960276885894570e+00,3.1719455481789893e-02,9.9867353673584558e-01,3.9796852320446163e-03,-9.8314898718557791e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8507850000000000e+06,-1.9960279085787189e+00,3.1717697359402663e-02,9.9867388905249621e-01,3.9777947346482101e-03,-9.4626314647112599e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8607860000000000e+06,-1.9960250748749138e+00,3.1740271726086178e-02,9.9867296833379193e-01,3.9804752477641259e-03,-9.6220131928434049e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8707870000000000e+06,-1.9960245353127735e+00,3.1744565891674625e-02,9.9867287579448949e-01,3.9804896156954150e-03,-8.8287968482912357e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8807880000000000e+06,-1.9960247584661364e+00,3.1742782602192321e-02,9.9867310071758131e-01,3.9793652958444170e-03,-8.4763194095406058e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.8907890000000000e+06,-1.9960262483556759e+00,3.1730905711953028e-02,9.9867357853089300e-01,3.9779930550309928e-03,-8.2640119227756943e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9007900000000000e+06,-1.9960284938919330e+00,3.1713007653971559e-02,9.9867449812872933e-01,3.9747304382453663e-03,-7.8240999212609488e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9107910000000000e+06,-1.9960289640139244e+00,3.1709256493495985e-02,9.9867465694289137e-01,3.9742490392060681e-03,-7.9171060459003930e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9207920000000000e+06,-1.9960276654467115e+00,3.1719598663725534e-02,9.9867443660557298e-01,3.9742698403126830e-03,-7.9549584933711736e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9307930000000000e+06,-1.9960291441552311e+00,3.1707810883633059e-02,9.9867491032412437e-01,3.9729109417656616e-03,-8.2743395860989284e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9407940000000000e+06,-1.9960298635462363e+00,3.1702073524547458e-02,9.9867519395122772e-01,3.9719312588704092e-03,-8.2451546037325026e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9507950000000000e+06,-1.9960283172003372e+00,3.1714390099571332e-02,9.9867484799616035e-01,3.9724566594991906e-03,-8.4846957269381924e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9607960000000000e+06,-1.9960292870541569e+00,3.1706657024628271e-02,9.9867531941251542e-01,3.9706026958712393e-03,-7.9810576517120729e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9707970000000000e+06,-1.9960297526417714e+00,3.1702942069015805e-02,9.9867528781345083e-01,3.9712572277781355e-03,-7.9995854864036032e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9807980000000000e+06,-1.9960322218768094e+00,3.1683261561207487e-02,9.9867613339984307e-01,3.9686615884395593e-03,-8.0913679086115423e-03,0.0000000000000000e+00,-2.0000000000000000e+00
7.9907990000000000e+06,-1.9960309306088635e+00,3.1693545692073499e-02,9.9867566285686393e-01,3.9701882803493405e-03,-7.7098134227028868e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0008000000000000e+06,-1.9960321423219278e+00,3.1683885450902949e-02,9.9867594341609478e-01,3.9697192972933948e-03,-8.2126254766559954e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0108010000000000e+06,-1.9960340999991013e+00,3.1668281167190671e-02,9.9867672260121099e-01,3.9670098027433376e-03,-8.4777510138822725e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0208020000000000e+06,-1.9960365514980876e+00,3.1648741949641845e-02,9.9867743750524418e-01,3.9651791323156438e-03,-8.4400632206815453e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0308030000000000e+06,-1.9960377516843291e+00,3.1639173540547461e-02,9.9867790158731506e-01,3.9635994249649364e-03,-8.3626226746695287e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0408040000000000e+06,-1.9960374564952843e+00,3.1641520739604800e-02,9.9867761832007906e-01,3.9650005332045879e-03,-7.6636700724244311e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0508050000000000e+06,-1.9960393978433935e+00,3.1626046537326147e-02,9.9867826734151510e-01,3.9630543080608760e-03,-7.2182924520755466e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0608060000000000e+06,-1.9960425749463733e+00,3.1600725407567865e-02,9.9867922489550354e-01,3.9604959002690343e-03,-6.6026349503653303e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0708070000000000e+06,-1.9960402924221372e+00,3.1618908398018064e-02,9.9867838347583471e-01,3.9632526931514533e-03,-7.0584717892827947e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0808080000000000e+06,-1.9960399955499450e+00,3.1621269063910162e-02,9.9867810101451604e-01,3.9646472954153467e-03,-7.2539856516663764e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.0908090000000000e+06,-1.9960401938003658e+00,3.1619684446026142e-02,9.9867819004301184e-01,3.9643120103893814e-03,-6.6032407178523754e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1008100000000000e+06,-1.9960428604529354e+00,3.1598430789587795e-02,9.9867920468605509e-01,3.9609012247252551e-03,-6.7481598424649616e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1108110000000000e+06,-1.9960418217581937e+00,3.1606702590309510e-02,9.9867886061082489e-01,3.9619230408414197e-03,-7.3030385897720103e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1208120000000000e+06,-1.9960420170271338e+00,3.1605141763094480e-02,9.9867857895333745e-01,3.9638049738424108e-03,-7.3583856177769609e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1308130000000000e+06,-1.9960402439906313e+00,3.1619265054485979e-02,9.9867829798873520e-01,3.9637144515283218e-03,-8.0644546344986294e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1408140000000000e+06,-1.9960387209864381e+00,3.1631395997997913e-02,9.9867795629547695e-01,3.9642376912993882e-03,-8.4795668241654243e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1508150000000000e+06,-1.9960381832177088e+00,3.1635676281567271e-02,9.9867767678435726e-01,3.9653737313254389e-03,-7.9638749836519231e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1608160000000000e+06,-1.9960381369146458e+00,3.1636040427239109e-02,9.9867733668986414e-01,3.9673640963351353e-03,-8.2717309697435560e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1708170000000000e+06,-1.9960361325342610e+00,3.1652007126110604e-02,9.9867663026716580e-01,3.9695904753012101e-03,-8.4264616179942058e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1808180000000000e+06,-1.9960341330545670e+00,3.1667934754533889e-02,9.9867580333436456e-01,3.9725435357413907e-03,-8.6693137561334090e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.1908190000000000e+06,-1.9960333593380875e+00,3.1674095160255433e-02,9.9867571094922236e-01,3.9723228528880661e-03,-7.9605069584082651e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2008200000000000e+06,-1.9960357579268684e+00,3.1654977777296978e-02,9.9867653333310569e-01,3.9697955504798266e-03,-8.0898706237712351e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2108210000000000e+06,-1.9960364456036748e+00,3.1649493417081231e-02,9.9867698834171337e-01,3.9677576952708016e-03,-7.2723623436999896e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2208220000000000e+06,-1.9960378614621206e+00,3.1638206694907467e-02,9.9867744224324284e-01,3.9664546515241206e-03,-6.8835649223501372e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2308230000000000e+06,-1.9960390308905049e+00,3.1628883600134827e-02,9.9867789504172977e-01,3.9649117833762126e-03,-7.5999773533942088e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2408240000000000e+06,-1.9960389840082564e+00,3.1629252454276724e-02,9.9867749731064226e-01,3.9672467853915094e-03,-7.5035660914606140e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2508250000000000e+06,-1.9960425732436646e+00,3.1600647548826188e-02,9.9867879734562015e-01,3.9630492643949466e-03,-6.2830149163428202e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2608260000000000e+06,-1.9960422800795612e+00,3.1602978884494703e-02,9.9867888369879154e-01,3.9622386004900534e-03,-6.0688307221912798e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2708270000000000e+06,-1.9960419876244406e+00,3.1605304581418636e-02,9.9867848621502731e-01,3.9643265535915795e-03,-5.7318393416467394e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2808280000000000e+06,-1.9960433865297624e+00,3.1594152953351440e-02,9.9867905577938609e-01,3.9623138009137193e-03,-6.5559336582528853e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.2908290000000000e+06,-1.9960418872922099e+00,3.1606094728088507e-02,9.9867847812399735e-01,3.9642740986129965e-03,-6.9239833936812038e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3008300000000000e+06,-1.9960401507272594e+00,3.1619927597237307e-02,9.9867802233056224e-01,3.9652671840744169e-03,-6.8954022740642159e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3108310000000000e+06,-1.9960415467928443e+00,3.1608798651392433e-02,9.9867840990939283e-01,3.9643415850996178e-03,-5.8878050811339722e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3208320000000000e+06,-1.9960431798633380e+00,3.1595781164350356e-02,9.9867879655654257e-01,3.9636585707656380e-03,-6.6304138424768799e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3308330000000000e+06,-1.9960431285068561e+00,3.1596185773747010e-02,9.9867864211271296e-01,3.9645319562038317e-03,-6.1484914337405277e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3408340000000000e+06,-1.9960447557645677e+00,3.1583214606550669e-02,9.9867920739255411e-01,3.9627732212292877e-03,-5.9459945508987420e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3508350000000000e+06,-1.9960435051574539e+00,3.1593175290876019e-02,9.9867863370641419e-01,3.9649583807079836e-03,-6.9538630070845684e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3608360000000000e+06,-1.9960420183314402e+00,3.1605018245501881e-02,9.9867824080082035e-01,3.9658245477816045e-03,-7.2411497092333089e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3708370000000000e+06,-1.9960412518331521e+00,3.1611121386436736e-02,9.9867808775906042e-01,3.9659743958888605e-03,-7.0141806760334819e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3808380000000000e+06,-1.9960409644439709e+00,3.1613406836124014e-02,9.9867793508255565e-01,3.9666011659305056e-03,-6.6312055764411850e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.3908390000000000e+06,-1.9960402010289804e+00,3.1619485423679095e-02,9.9867754441455736e-01,3.9681773419770749e-03,-6.3683211315209579e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4008400000000000e+06,-1.9960411059334486e+00,3.1612270310466428e-02,9.9867786889177990e-01,3.9671385317858743e-03,-5.7621680521843617e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4108410000000000e+06,-1.9960374907024656e+00,3.1641073078207071e-02,9.9867670641858020e-01,3.9704855559778984e-03,-6.0560001674031770e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4208420000000000e+06,-1.9960353090959053e+00,3.1658452236008827e-02,9.9867608109554007e-01,3.9720489837971051e-03,-6.3773382039520321e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4308430000000000e+06,-1.9960333698896218e+00,3.1673899856574650e-02,9.9867539794995375e-01,3.9742011319900961e-03,-6.5865962964043656e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4408440000000000e+06,-1.9960321461087678e+00,3.1683646765975126e-02,9.9867507183827198e-01,3.9749302839835465e-03,-5.8770844353668800e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4508450000000000e+06,-1.9960342385061076e+00,3.1666969501854325e-02,9.9867575231610217e-01,3.9729467447577882e-03,-6.0454373981461713e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4608460000000000e+06,-1.9960346712742487e+00,3.1663516610118236e-02,9.9867572203553856e-01,3.9735605957411657e-03,-5.2547401634140921e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4708470000000000e+06,-1.9960355752288026e+00,3.1656309180903008e-02,9.9867616403477433e-01,3.9718169576548057e-03,-4.5348523959494918e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4808480000000000e+06,-1.9960357695742130e+00,3.1654756126410888e-02,9.9867625125297155e-01,3.9714886391268855e-03,-4.4507978514861561e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.4908490000000000e+06,-1.9960371412015772e+00,3.1643822155242418e-02,9.9867669158764028e-01,3.9702226430740062e-03,-3.7309618365202971e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5008500000000000e+06,-1.9960342747264652e+00,3.1666658613932697e-02,9.9867577807889829e-01,3.9728272691297306e-03,-3.6124661077651023e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5108510000000000e+06,-1.9960372898474674e+00,3.1642628843254528e-02,9.9867686416925616e-01,3.9693370725997212e-03,-3.7435778974630241e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5208520000000000e+06,-1.9960388895793526e+00,3.1629877279083729e-02,9.9867724355442300e-01,3.9686642329175292e-03,-2.9316348159448545e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5308530000000000e+06,-1.9960383755698732e+00,3.1633968662777789e-02,9.9867721177412228e-01,3.9683402937691348e-03,-3.3564674257318501e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5408540000000000e+06,-1.9960366919198276e+00,3.1647380099505185e-02,9.9867688735716431e-01,3.9685994374463185e-03,-3.7960529666561096e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5508550000000000e+06,-1.9960364155780610e+00,3.1649577689398356e-02,9.9867673912031629e-01,3.9692106737256871e-03,-3.7079372029387501e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5608560000000000e+06,-1.9960370743689264e+00,3.1644323878252223e-02,9.9867676644612380e-01,3.9697055257743585e-03,-2.5940190263883936e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5708570000000000e+06,-1.9960323645921616e+00,3.1681848326011064e-02,9.9867498525233445e-01,3.9756637709675857e-03,-1.9001037003573043e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5808580000000000e+06,-1.9960339588774958e+00,3.1669140286009423e-02,9.9867553898221495e-01,3.9739412734252078e-03,-1.7542553190249589e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.5908590000000000e+06,-1.9960343854216986e+00,3.1665737123823590e-02,9.9867580041555837e-01,3.9728017160247653e-03,-1.1015208041113510e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6008600000000000e+06,-1.9960348109739374e+00,3.1662341874520550e-02,9.9867600310713445e-01,3.9720129951708039e-03,-2.1608908234778163e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6108610000000000e+06,-1.9960350032726146e+00,3.1660805263744152e-02,9.9867597306282818e-01,3.9723849713770853e-03,-3.2208194961427742e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6208620000000000e+06,-1.9960333391602896e+00,3.1674061054481228e-02,9.9867553709592316e-01,3.9733317724177653e-03,-2.9978471967913151e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6308630000000000e+06,-1.9960344596258957e+00,3.1665128579469126e-02,9.9867579731970901e-01,3.9728933834672908e-03,-2.7977532698386510e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6408640000000000e+06,-1.9960355774978287e+00,3.1656216771494883e-02,9.9867617267041286e-01,3.9717628587339071e-03,-3.6592443687574897e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6508650000000000e+06,-1.9960343808751411e+00,3.1665747514606934e-02,9.9867573798477283e-01,3.9731694779585602e-03,-3.9340615541398442e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6608660000000000e+06,-1.9960350344082578e+00,3.1660535709839621e-02,9.9867622799914602e-01,3.9708878481703458e-03,-4.9976578530277083e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6708670000000000e+06,-1.9960375316952486e+00,3.1640632340645070e-02,9.9867717819851276e-01,3.9676937317794092e-03,-5.2090577426132456e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6808680000000000e+06,-1.9960409447959009e+00,3.1613431431496863e-02,9.9867835660042403e-01,3.9640486202006109e-03,-5.2104290600734331e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.6908690000000000e+06,-1.9960420487730788e+00,3.1604630332877193e-02,9.9867895697318787e-01,3.9615564420598659e-03,-4.6806645142137828e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7008700000000000e+06,-1.9960401620023582e+00,3.1619660510207481e-02,9.9867834918866072e-01,3.9633096892348618e-03,-4.6630442665386790e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7108710000000000e+06,-1.9960408051464942e+00,3.1614531506933830e-02,9.9867883339214880e-01,3.9610524671811476e-03,-4.3424519869560557e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7208720000000000e+06,-1.9960409881453247e+00,3.1613069099561741e-02,9.9867891514864982e-01,3.9607455277890224e-03,-3.4729361073554304e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7308730000000000e+06,-1.9960411707249133e+00,3.1611610042229898e-02,9.9867882491354809e-01,3.9614683015916086e-03,-3.1668114404255982e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7408740000000000e+06,-1.9960420393176190e+00,3.1604684612897671e-02,9.9867919250554726e-01,3.9601349648923367e-03,-4.0221419733630481e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7508750000000000e+06,-1.9960371922047486e+00,3.1643303760462871e-02,9.9867795941567383e-01,3.9626730942883270e-03,-3.1450601574747002e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7608760000000000e+06,-1.9960385199318744e+00,3.1632719854211899e-02,9.9867849837236433e-01,3.9607725193890886e-03,-2.7839139665058266e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7708770000000000e+06,-1.9960405287139198e+00,3.1616709078816640e-02,9.9867926412756414e-01,3.9581946031583826e-03,-2.1766374776133902e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7808780000000000e+06,-1.9960400274733627e+00,3.1620698969684113e-02,9.9867940177674897e-01,3.9568686620894411e-03,-2.2289365665288936e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.7908790000000000e+06,-1.9960379348119128e+00,3.1637369802760773e-02,9.9867879970924378e-01,3.9583817843849012e-03,-2.1311315034803152e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8008800000000000e+06,-1.9960408464116790e+00,3.1614165121778726e-02,9.9867984657427655e-01,3.9550229959846028e-03,-1.0450670166623280e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8108810000000000e+06,-1.9960380765944619e+00,3.1636231772637302e-02,9.9867867788795484e-01,3.9592526905263270e-03,-1.9600784122161801e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8208820000000000e+06,-1.9960382606120732e+00,3.1634761346342799e-02,9.9867881557755112e-01,3.9586117685814770e-03,-1.7663784525635954e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8308830000000000e+06,-1.9960379912565847e+00,3.1636903544578487e-02,9.9867889633574203e-01,3.9578584607147249e-03,-2.0444748730420116e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8408840000000000e+06,-1.9960397585080663e+00,3.1622817436003814e-02,9.9867954246610202e-01,3.9557555010110157e-03,-2.1312370099113493e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8508850000000000e+06,-1.9960415217657552e+00,3.1608763135572815e-02,9.9867990467836176e-01,3.9553490552854953e-03,-1.2689139470488571e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8608860000000000e+06,-1.9960426039092971e+00,3.1600136171027415e-02,9.9868037892863204e-01,3.9535904497087770e-03,-1.4839388922789471e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8708870000000000e+06,-1.9960432326991759e+00,3.1595121685921157e-02,9.9868057028853285e-01,3.9530728457513042e-03,-1.8023582333112911e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8808880000000000e+06,-1.9960443104787262e+00,3.1586529498765614e-02,9.9868093011964243e-01,3.9519951824078525e-03,-2.2836140431594667e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.8908890000000000e+06,-1.9960444860351281e+00,3.1585126549851239e-02,9.9868095171681548e-01,3.9520411303528569e-03,-1.6274542002591419e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.9008900000000000e+06,-1.9960433130158688e+00,3.1594469535226821e-02,9.9868058004595273e-01,3.9530939609506710e-03,-1.6195026087867032e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.9108910000000000e+06,-1.9960414692956321e+00,3.1609156888366741e-02,9.9868004087586393e-01,3.9544793167642922e-03,-1.2160412403620653e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.9208920000000000e+06,-1.9960414232537296e+00,3.1609519739594916e-02,9.9868023154210184e-01,3.9532910390422948e-03,-1.1962380854002904e-03,0.0000000000000000e+00,-2.0000000000000000e+00
8.9308930000000000e+06,-1.9960398097209637e+00,3.1622372876061178e-02,9.9867941404232774e-01,3.9565736199080881e-03,-4.0421530500228198e-04,0.0000000000000000e+00,-2.0000000000000000e+00
8.9408940000000000e+06,-1.9960379761063922e+00,3.1636979679568356e-02,9.9867882206291658e-01,3.9582853758295400e-03,-2.4410335218493472e-04,0.0000000000000000e+00,-2.0000000000000000e+00
