# $ ../../source/project4 -l 2 -E 1 -c 1e7 -e 10
c,E,CV,Mabs,Chi,M,accs,Eraw
2.4302430000000000e+06,-1.9959024521918465e+00,3.2713222873068659e-02,9.9862214914283975e-01,4.1619634428697871e-03,-3.6485169740856228e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.4402440000000000e+06,-1.9958979360594369e+00,3.2749203810215732e-02,9.9862103444955097e-01,4.1641231781737176e-03,-3.7514829514370539e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.4502450000000000e+06,-1.9958991705288798e+00,3.2739368559557391e-02,9.9862176541361725e-01,4.1609799248760737e-03,-4.0107973272778624e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.4602460000000000e+06,-1.9959020208215712e+00,3.2716659694042249e-02,9.9862289689977024e-01,4.1570537711552724e-03,-3.9461645361808642e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.4702470000000000e+06,-1.9958975612876169e+00,3.2752189685510302e-02,9.9862260235653411e-01,4.1543582513390298e-03,-4.1239953397203023e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.4802480000000000e+06,-1.9959012014567952e+00,3.2723187747647486e-02,9.9862452771688537e-01,4.1464674594764439e-03,-4.4376570161182044e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.4902490000000000e+06,-1.9959007967103573e+00,3.2726412446702824e-02,9.9862422898997683e-01,4.1478517870081610e-03,-4.2524816885119505e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5002500000000000e+06,-1.9959059946621145e+00,3.2684999184256824e-02,9.9862593246011089e-01,4.1428476550322557e-03,-4.0811465774699317e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5102510000000000e+06,-1.9959015903645942e+00,3.2720089237088246e-02,9.9862582970088143e-01,4.1390587832621506e-03,-4.1358761426189189e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5202520000000000e+06,-1.9959067439131861e+00,3.2679029712941343e-02,9.9862731490574519e-01,4.1353174212432897e-03,-4.0938711068734243e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5302530000000000e+06,-1.9959150184725267e+00,3.2613103923466724e-02,9.9863017163562096e-01,4.1264829398097724e-03,-3.9143260491873513e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5402540000000000e+06,-1.9959208659007301e+00,3.2566515454160339e-02,9.9863202171444088e-01,4.1212501557259529e-03,-4.2415200108650936e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5502550000000000e+06,-1.9959274517046590e+00,3.2514043764257039e-02,9.9863503363989203e-01,4.1097973326498227e-03,-4.5279161304438868e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5602560000000000e+06,-1.9959222684373812e+00,3.2555340922163722e-02,9.9863333498681961e-01,4.1147874234304105e-03,-4.5728400423865355e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5702570000000000e+06,-1.9959342444775756e+00,3.2459922707522182e-02,9.9863748556559517e-01,4.1019053016690954e-03,-4.2960056772731660e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5802580000000000e+06,-1.9959197736342500e+00,3.2575217937216294e-02,9.9863327144008196e-01,4.1126732059324489e-03,-4.2009317705384248e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.5902590000000000e+06,-1.9959208570601292e+00,3.2566585890471345e-02,9.9863372261364736e-01,4.1110545226592521e-03,-4.3786121030788536e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6002600000000000e+06,-1.9959150097432901e+00,3.2613173472089585e-02,9.9863167055795765e-01,4.1174970936963540e-03,-4.5673283079210432e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6102610000000000e+06,-1.9959153369099996e+00,3.2610566829768928e-02,9.9863154975075208e-01,4.1185477811485072e-03,-4.3114611156317477e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6202620000000000e+06,-1.9959248210001095e+00,3.2535003663600293e-02,9.9863486464856643e-01,4.1081787306000983e-03,-3.9163775406420680e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6302630000000000e+06,-1.9959258687564014e+00,3.2526655767227908e-02,9.9863530290230529e-01,4.1066017498958551e-03,-3.9657196605346862e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6402640000000000e+06,-1.9959344836010158e+00,3.2458017497512870e-02,9.9863782096805043e-01,4.1001356658529886e-03,-4.2190432363540642e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6502650000000000e+06,-1.9959241673257224e+00,3.2540211746265868e-02,9.9863409421580407e-01,4.1121392364531495e-03,-4.3661442517251160e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6602660000000000e+06,-1.9959237021084806e+00,3.2543918314154041e-02,9.9863490632671958e-01,4.1068102252155292e-03,-4.1301460723531601e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6702670000000000e+06,-1.9959269853325035e+00,3.2517759546045966e-02,9.9863589960221077e-01,4.1041446396574699e-03,-4.0490656708078394e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6802680000000000e+06,-1.9959339750374872e+00,3.2462069464120447e-02,9.9863856440739496e-01,4.0951745656263583e-03,-4.0295359515628904e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.6902690000000000e+06,-1.9959327351259730e+00,3.2471948417994057e-02,9.9863842156520188e-01,4.0947901514254426e-03,-4.1041014623121930e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7002700000000000e+06,-1.9959270603841628e+00,3.2517161578240916e-02,9.9863642810824582e-01,4.1010544214721278e-03,-3.9964655268509230e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7102710000000000e+06,-1.9959265930747654e+00,3.2520884825963492e-02,9.9863647868730032e-01,4.1002841894828279e-03,-3.8164391486874699e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7202720000000000e+06,-1.9959217178633095e+00,3.2559727552778028e-02,9.9863358800233659e-01,4.1127215223006885e-03,-3.7618789065616082e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7302730000000000e+06,-1.9959146807781225e+00,3.2615794442440560e-02,9.9863016909720081e-01,4.1261604481088732e-03,-3.5856239543135757e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7402740000000000e+06,-1.9959179130485556e+00,3.2590041876039422e-02,9.9863151921438253e-01,4.1213068036181078e-03,-3.5959660835722093e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7502750000000000e+06,-1.9959189402043294e+00,3.2581858169141498e-02,9.9863213231011105e-01,4.1186620955953046e-03,-3.5789629075878480e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7602760000000000e+06,-1.9959185107817468e+00,3.2585279529071087e-02,9.9863255982120569e-01,4.1156722839423843e-03,-3.3399486354037493e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7702770000000000e+06,-1.9959231381223765e+00,3.2548411809910860e-02,9.9863406717328429e-01,4.1112719927225427e-03,-3.3967832715101932e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7802780000000000e+06,-1.9959176612047251e+00,3.2592048402040774e-02,9.9863250642293966e-01,4.1151425123540086e-03,-3.6206208823678573e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.7902790000000000e+06,-1.9959115067717461e+00,3.2641082718521730e-02,9.9863006089016471e-01,4.1236344980992712e-03,-3.5399262436968462e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8002800000000000e+06,-1.9959146811147921e+00,3.2615791760088442e-02,9.9863084680018466e-01,4.1221019917458968e-03,-3.4859126134577686e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8102810000000000e+06,-1.9959213912389975e+00,3.2562329890318154e-02,9.9863287254756838e-01,4.1166798037020058e-03,-3.4695929789002627e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8202820000000000e+06,-1.9959046517837102e+00,3.2695698222267922e-02,9.9862726055243589e-01,4.1335508147311018e-03,-3.6430693057019660e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8302830000000000e+06,-1.9959099366351103e+00,3.2653592445802460e-02,9.9862857801046823e-01,4.1309453792073292e-03,-3.7429768283918800e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8402840000000000e+06,-1.9959039177544429e+00,3.2701546405407456e-02,9.9862671748334231e-01,4.1360692349066142e-03,-3.7502178486238130e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8502850000000000e+06,-1.9959070630352991e+00,3.2676487185618441e-02,9.9862750133671263e-01,4.1345200047007147e-03,-3.4219843973004718e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8602860000000000e+06,-1.9959024947583748e+00,3.2712883736181197e-02,9.9862618200964448e-01,4.1378531970255317e-03,-3.3258841713582288e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8702870000000000e+06,-1.9958972615196158e+00,3.2754577990919742e-02,9.9862434927905941e-01,4.1435961856355341e-03,-3.0758867259547681e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8802880000000000e+06,-1.9959024802805561e+00,3.2712999084147043e-02,9.9862600116169298e-01,4.1389218191678623e-03,-2.9770553477631856e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.8902890000000000e+06,-1.9959097388488312e+00,3.2655168264211554e-02,9.9862833358705727e-01,4.1322114514943387e-03,-2.7978085168218998e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9002900000000000e+06,-1.9958983284723102e+00,3.2746077384233629e-02,9.9862547801402690e-01,4.1379031453891990e-03,-2.7092374842299764e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9102910000000000e+06,-1.9958876837364901e+00,3.2830885527875608e-02,9.9862109582507808e-01,4.1535032791273352e-03,-2.6007101717290627e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9202920000000000e+06,-1.9958914940778001e+00,3.2800528093948955e-02,9.9862205135598159e-01,4.1515909720479804e-03,-2.8168845279721178e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9302930000000000e+06,-1.9958925482990728e+00,3.2792128969516554e-02,9.9862248846869450e-01,4.1500273348304972e-03,-3.0706409344623251e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9402940000000000e+06,-1.9958976765857732e+00,3.2751271084235256e-02,9.9862479317481123e-01,4.1413527616578349e-03,-3.1924966457333219e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9502950000000000e+06,-1.9958953132001440e+00,3.2770100583947581e-02,9.9862301485347527e-01,4.1496397269171759e-03,-2.9433587116638862e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9602960000000000e+06,-1.9959037755460873e+00,3.2702679412194513e-02,9.9862597781904250e-01,4.1403568840174820e-03,-2.6076694590760962e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9702970000000000e+06,-1.9959027542110395e+00,3.2710816619463401e-02,9.9862605915655311e-01,4.1388484179556428e-03,-2.5696161449664141e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9802980000000000e+06,-1.9959010686547514e+00,3.2724245809296448e-02,9.9862597217920812e-01,4.1376837696933677e-03,-2.4495275458185431e-02,0.0000000000000000e+00,-2.0000000000000000e+00
2.9902990000000000e+06,-1.9959060826876323e+00,3.2684297863099232e-02,9.9862772507014375e-01,4.1321997128371812e-03,-2.6027408712867312e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0003000000000000e+06,-1.9959083968855020e+00,3.2665860051796614e-02,9.9862829972159373e-01,4.1310723093244128e-03,-2.7671815833864116e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0103010000000000e+06,-1.9959113600939709e+00,3.2642251343109052e-02,9.9862936884528142e-01,4.1276325032333361e-03,-2.6759862498388860e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0203020000000000e+06,-1.9959116549288429e+00,3.2639902307572299e-02,9.9862993424810109e-01,4.1245411195784953e-03,-2.6996056342877991e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0303030000000000e+06,-1.9959126078195712e+00,3.2632310344084203e-02,9.9863066091936958e-01,4.1211419452826803e-03,-2.7138785873581903e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0403040000000000e+06,-1.9959240797356836e+00,3.2540909610526469e-02,9.9863467196439815e-01,4.1085914667151613e-03,-2.4302904816802317e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0503050000000000e+06,-1.9959341650777498e+00,3.2460555323542195e-02,9.9863783711482423e-01,4.0997204379014107e-03,-2.3944889282876154e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0603060000000000e+06,-1.9959350350635903e+00,3.2453623731541370e-02,9.9863836745257073e-01,4.0974141753893356e-03,-2.2544217113567737e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0703070000000000e+06,-1.9959358993817538e+00,3.2446737290628747e-02,9.9863873148469628e-01,4.0960982656930156e-03,-2.2204522166903669e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0803080000000000e+06,-1.9959419523883883e+00,3.2398509891221394e-02,9.9864104101582352e-01,4.0883192153646775e-03,-2.0598649676541143e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.0903090000000000e+06,-1.9959499077759442e+00,3.2335124804353299e-02,9.9864398278484290e-01,4.0786559361354335e-03,-1.8629097498624729e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1003100000000000e+06,-1.9959494255557766e+00,3.2338966940473668e-02,9.9864384135604900e-01,4.0790207544123547e-03,-1.7622643736850067e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1103110000000000e+06,-1.9959450882904619e+00,3.2373524440416190e-02,9.9864209327582976e-01,4.0851529927969921e-03,-1.9639411221161161e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1203120000000000e+06,-1.9959503932791143e+00,3.2331256508710382e-02,9.9864404194079870e-01,4.0787871452887536e-03,-1.6686200026087211e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1303130000000000e+06,-1.9959524697920714e+00,3.2314711660292872e-02,9.9864470032303576e-01,4.0769205049993040e-03,-1.8047608155629613e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1403140000000000e+06,-1.9959494380322931e+00,3.2338867532638815e-02,9.9864408075011823e-01,4.0775994635349200e-03,-1.6317523297896222e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1503150000000000e+06,-1.9959375374963575e+00,3.2433685622766717e-02,9.9863981467197149e-01,4.0912490480224939e-03,-1.5347715428279030e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1603160000000000e+06,-1.9959409006783202e+00,3.2406889424224872e-02,9.9864079660615246e-01,4.0887313059418950e-03,-1.3713382908685770e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1703170000000000e+06,-1.9959436117878768e+00,3.2385288555675018e-02,9.9864208777191366e-01,4.0837094539178942e-03,-1.3627067149311676e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1803180000000000e+06,-1.9959456769766710e+00,3.2368834045922057e-02,9.9864337081711241e-01,4.0780903030372961e-03,-1.2434169132622019e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.1903190000000000e+06,-1.9959389526409659e+00,3.2422410449663985e-02,9.9864072770357737e-01,4.0871959347983378e-03,-1.1003162702057166e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2003200000000000e+06,-1.9959466439355424e+00,3.2361129734120198e-02,9.9864341309328997e-01,4.0788040636612344e-03,-1.2157412201501667e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2103210000000000e+06,-1.9959455654154488e+00,3.2369722917207966e-02,9.9864296678952080e-01,4.0803985217867655e-03,-1.1049860574299320e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2203220000000000e+06,-1.9959457357095414e+00,3.2368366087920819e-02,9.9864329957988551e-01,4.0785756861083655e-03,-1.2481705970817122e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2303230000000000e+06,-1.9959415710051716e+00,3.2401548575002437e-02,9.9864208247247788e-01,4.0817004102580157e-03,-1.4989409698252245e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2403240000000000e+06,-1.9959423698004670e+00,3.2395184144919043e-02,9.9864241593795666e-01,4.0805020347849386e-03,-1.6036403868142448e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2503250000000000e+06,-1.9959431636800853e+00,3.2388858875611604e-02,9.9864259352013773e-01,4.0802323498523307e-03,-1.5037307141828672e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2603260000000000e+06,-1.9959457930011100e+00,3.2367909613560286e-02,9.9864415024673980e-01,4.0735382064576164e-03,-1.3672750226435037e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2703270000000000e+06,-1.9959539102925159e+00,3.2303234292188066e-02,9.9864676768436589e-01,4.0659792355204338e-03,-1.1867806127722137e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2803280000000000e+06,-1.9959528326360942e+00,3.2311820656559576e-02,9.9864571098115762e-01,4.0712303541625694e-03,-1.2361450212616518e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.2903290000000000e+06,-1.9959523693744075e+00,3.2315511750015347e-02,9.9864633227163313e-01,4.0670460793332808e-03,-1.1472136448734469e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3003300000000000e+06,-1.9959470609071057e+00,3.2357807481991685e-02,9.9864498029131110e-01,4.0698348455951994e-03,-1.2917834356112632e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3103310000000000e+06,-1.9959508470777163e+00,3.2327640820717818e-02,9.9864635524882472e-01,4.0653861683188630e-03,-1.2883338841357428e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3203320000000000e+06,-1.9959485869296452e+00,3.2345648771372026e-02,9.9864501134377592e-01,4.0711748899555644e-03,-1.4220604441194426e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3303330000000000e+06,-1.9959505441512597e+00,3.2330054419238863e-02,9.9864502673013200e-01,4.0730399602191270e-03,-1.5268934794332324e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3403340000000000e+06,-1.9959500946764162e+00,3.2333635656151216e-02,9.9864474265228687e-01,4.0742918727807442e-03,-1.3801950409017086e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3503350000000000e+06,-1.9959490509281783e+00,3.2341951821043935e-02,9.9864446027043341e-01,4.0749393537438117e-03,-1.5692353520224599e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3603360000000000e+06,-1.9959503941134300e+00,3.2331249861213607e-02,9.9864507233968602e-01,4.0726167594549167e-03,-1.7091788983631652e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3703370000000000e+06,-1.9959564766396625e+00,3.2282786558038623e-02,9.9864701595809069e-01,4.0670586278475085e-03,-1.8745059828004871e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3803380000000000e+06,-1.9959548316155025e+00,3.2295893526944397e-02,9.9864658144222052e-01,4.0680159950090555e-03,-1.8039960015726279e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.3903390000000000e+06,-1.9959608651665177e+00,3.2247820227045310e-02,9.9864836166390880e-01,4.0633874782987078e-03,-1.7396094185521762e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4003400000000000e+06,-1.9959521587751310e+00,3.2317189724624384e-02,9.9864542598941108e-01,4.0722633556637966e-03,-1.6649849676399150e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4103410000000000e+06,-1.9959511273389219e+00,3.2325407809322471e-02,9.9864499995894829e-01,4.0737834847868193e-03,-1.5478258421760696e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4203420000000000e+06,-1.9959559493183852e+00,3.2286988069257561e-02,9.9864633063505803e-01,4.0706358250384156e-03,-1.2511939626931062e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4303430000000000e+06,-1.9959554958788270e+00,3.2290600915038326e-02,9.9864619596808946e-01,4.0709889288628176e-03,-1.1199492527549796e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4403440000000000e+06,-1.9959515570431368e+00,3.2321984093405476e-02,9.9864475407191455e-01,4.0756858455468503e-03,-1.0755202618349667e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4503450000000000e+06,-1.9959569155004033e+00,3.2279289867689798e-02,9.9864636371646121e-01,4.0714038768836502e-03,-1.1086311594001280e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4603460000000000e+06,-1.9959564631999716e+00,3.2282893640815047e-02,9.9864579663772635e-01,4.0743479066280841e-03,-1.1728626431471849e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4703470000000000e+06,-1.9959548608809863e+00,3.2295660350140309e-02,9.9864566506201990e-01,4.0735336163697511e-03,-1.2124755571359332e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4803480000000000e+06,-1.9959601636507249e+00,3.2253409683285383e-02,9.9864754554082236e-01,4.0675738735340694e-03,-1.1958605181851538e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.4903490000000000e+06,-1.9959534028203556e+00,3.2307277642217969e-02,9.9864526092013961e-01,4.0744960276200004e-03,-1.2334185208317814e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5003500000000000e+06,-1.9959626790646969e+00,3.2233367641085309e-02,9.9864856024027371e-01,4.0640120653581135e-03,-1.3881361844460297e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5103510000000000e+06,-1.9959644957670790e+00,3.2218892685712319e-02,9.9864899203553381e-01,4.0632426637960961e-03,-1.4089367930532126e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5203520000000000e+06,-1.9959606208826810e+00,3.2258856627267463e-02,9.9864800106126017e-01,4.0658710370569118e-03,-1.5577601387137560e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5303530000000000e+06,-1.9959686648100015e+00,3.2194739138821760e-02,9.9865055643302747e-01,4.0586087371057289e-03,-1.7690344057123046e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5403540000000000e+06,-1.9959727088744177e+00,3.2162491376553248e-02,9.9865224999258551e-01,4.0525081152704701e-03,-1.6445996082302714e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5503550000000000e+06,-1.9959756035045599e+00,3.2139402100945347e-02,9.9865337068556137e-01,4.0486890745268234e-03,-1.6117865695343497e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5603560000000000e+06,-1.9959818523306858e+00,3.2089587199720881e-02,9.9865546813274098e-01,4.0423742134705343e-03,-1.7135689302194421e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5703570000000000e+06,-1.9959802237765059e+00,3.2102538096163258e-02,9.9865559323628961e-01,4.0399948100673377e-03,-1.6532001922501673e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5803580000000000e+06,-1.9959791629251786e+00,3.2110965751629195e-02,9.9865599694331475e-01,4.0365144931859831e-03,-1.7344119246475692e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.5903590000000000e+06,-1.9959769938863898e+00,3.2128223376211906e-02,9.9865556282813650e-01,4.0369439210903302e-03,-1.7502471903853383e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6003600000000000e+06,-1.9959726148922703e+00,3.2163089560919289e-02,9.9865429787262405e-01,4.0401395010576380e-03,-1.6943903524961872e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6103610000000000e+06,-1.9959743537472245e+00,3.2149210112878635e-02,9.9865525577561409e-01,4.0361397080292960e-03,-1.5687667019725501e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6203620000000000e+06,-1.9959782927244940e+00,3.2117800603495894e-02,9.9865648460246836e-01,4.0327174075081018e-03,-1.4342800273895943e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6303630000000000e+06,-1.9959739463424229e+00,3.2152407395797056e-02,9.9865522756183001e-01,4.0358982302635127e-03,-1.5483338539437201e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6403640000000000e+06,-1.9959773153991849e+00,3.2125539192421115e-02,9.9865603766665612e-01,4.0344138572026012e-03,-1.3733688060642438e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6503650000000000e+06,-1.9959702560517385e+00,3.2181762509214451e-02,9.9865369295487894e-01,4.0413960435929930e-03,-1.4053834749268291e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6603660000000000e+06,-1.9959703384123462e+00,3.2181082327850774e-02,9.9865395643102572e-01,4.0398988878247444e-03,-1.3059655110143628e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6703670000000000e+06,-1.9959666059823047e+00,3.2210797567934435e-02,9.9865271997990390e-01,4.0435703550447677e-03,-1.2970124440177226e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6803680000000000e+06,-1.9959715886412168e+00,3.2171073281920926e-02,9.9865447908750204e-01,4.0380158353481299e-03,-1.5493325515255441e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.6903690000000000e+06,-1.9959776281988748e+00,3.2122927750123154e-02,9.9865663512502845e-01,4.0311408845017382e-03,-1.8017618877291103e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7003700000000000e+06,-1.9959820136467765e+00,3.2087961773353157e-02,9.9865837414241476e-01,4.0251094403274124e-03,-1.8784248347661216e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7103710000000000e+06,-1.9959815241747301e+00,3.2091838505726500e-02,9.9865794766117155e-01,4.0271728207428303e-03,-1.7510555573822716e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7203720000000000e+06,-1.9959815749162111e+00,3.2091411020912730e-02,9.9865859863674589e-01,4.0233232472175473e-03,-1.8420648737771019e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7303730000000000e+06,-1.9959885952148368e+00,3.2035451059249098e-02,9.9866072050877608e-01,4.0176336246671163e-03,-1.8357994018814251e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7403740000000000e+06,-1.9959907656070999e+00,3.2018134616320637e-02,9.9866162794272750e-01,4.0143676988542154e-03,-1.6202162088459281e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7503750000000000e+06,-1.9959907912987693e+00,3.2017907092765086e-02,9.9866146397444944e-01,4.0153740185906450e-03,-1.6166688797839997e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7603760000000000e+06,-1.9959950717576236e+00,3.1983777945791658e-02,9.9866276350154115e-01,4.0118698055460200e-03,-1.4598176188653927e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7703770000000000e+06,-1.9959977381518197e+00,3.1962509621033419e-02,9.9866339306932372e-01,4.0107641157285379e-03,-1.5014847357074959e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7803780000000000e+06,-1.9960003904380763e+00,3.1941353770939429e-02,9.9866428383049377e-01,4.0080799532558053e-03,-1.7194750036305981e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.7903790000000000e+06,-1.9960030287280661e+00,3.1920309505647282e-02,9.9866516989106602e-01,4.0054099489643669e-03,-1.7037254938172264e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.8003800000000000e+06,-1.9959967066373256e+00,3.1970661700956526e-02,9.9866249900338677e-01,4.0150832457510610e-03,-1.7054650716995787e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.8103810000000000e+06,-1.9959998656299176e+00,3.1945468790899767e-02,9.9866364753887549e-01,4.0113619281978430e-03,-1.7507476960254800e-02,0.0000000000000000e+00,-2.0000000000000000e+00
3.8203820000000000e+06,-1.9960009140468744e+00,3.1937093016633611e-02,9.9866400479743733e-01,4.0102692386172478e-03,-1.6467763749769982e-02,0.0000000000000000e+00,-2.0000000000000000e+00
