exact,numeric
1.019000000000e+03,2.651120152307e+03
1.023000000000e+03,2.671559213330e+03
1.027000000000e+03,2.692078293420e+03
1.031000000000e+03,2.712677376676e+03
1.035000000000e+03,2.733356476999e+03
1.039000000000e+03,2.754115585162e+03
1.043000000000e+03,2.774954704583e+03
1.047000000000e+03,2.795873832430e+03
1.051000000000e+03,2.816872954033e+03
1.055000000000e+03,2.837952104470e+03
1.059000000000e+03,2.859111272585e+03
1.063000000000e+03,2.880350436158e+03
1.067000000000e+03,2.901669592722e+03
1.071000000000e+03,2.923068776336e+03
1.075000000000e+03,2.944547987171e+03
1.079000000000e+03,2.966107190634e+03
1.083000000000e+03,2.987746382715e+03
1.087000000000e+03,3.009465608116e+03
1.091000000000e+03,3.031264833708e+03
1.095000000000e+03,3.053144082097e+03
1.099000000000e+03,3.075103315536e+03
1.103000000000e+03,3.097142563946e+03
1.107000000000e+03,3.119261837562e+03
1.111000000000e+03,3.141461108777e+03
1.115000000000e+03,3.163740368861e+03
1.119000000000e+03,3.186099667438e+03
1.123000000000e+03,3.208538963843e+03
1.127000000000e+03,3.231058252535e+03
1.131000000000e+03,3.253657559348e+03
1.135000000000e+03,3.276336878974e+03
1.139000000000e+03,3.299096185641e+03
1.143000000000e+03,3.321935534595e+03
1.147000000000e+03,3.344854858510e+03
1.151000000000e+03,3.367854201899e+03
1.155000000000e+03,3.390933547766e+03
1.159000000000e+03,3.414092904864e+03
1.163000000000e+03,3.437332279463e+03
1.167000000000e+03,3.460651638299e+03
1.171000000000e+03,3.484051023885e+03
1.175000000000e+03,3.507530387525e+03
1.179000000000e+03,3.531089790034e+03
1.183000000000e+03,3.554729174564e+03
1.187000000000e+03,3.578448574559e+03
1.191000000000e+03,3.602247987817e+03
1.195000000000e+03,3.626127391736e+03
1.199000000000e+03,3.650086810994e+03
1.203000000000e+03,3.674126236992e+03
1.207000000000e+03,3.698245666355e+03
1.211000000000e+03,3.722445108004e+03
1.215000000000e+03,3.746724545556e+03
1.219000000000e+03,3.771083998519e+03
1.223000000000e+03,3.795523457405e+03
1.227000000000e+03,3.820042893849e+03
1.231000000000e+03,3.844642377059e+03
1.235000000000e+03,3.869321847134e+03
1.239000000000e+03,3.894081310684e+03
1.243000000000e+03,3.918920792384e+03
1.247000000000e+03,3.943840278404e+03
1.251000000000e+03,3.968839764363e+03
1.255000000000e+03,3.993919243206e+03
1.259000000000e+03,4.019078738729e+03
